image_path,label,label_id,width,height,file_size_kb,corrupt
final_data\paper\57.jpg,paper,2,1500,1000,102.08,False
final_data\paper\58.jpg,paper,2,1500,1000,102.08,False
final_data\paper\59.jpg,paper,2,900,600,88.3,False
final_data\paper\6.jpg,paper,2,1500,1101,132.33,False
final_data\paper\60.jpg,paper,2,960,523,93.23,False
final_data\paper\61.jpg,paper,2,2000,1248,364.27,False
final_data\paper\62.jpg,paper,2,1500,1087,129.84,False
final_data\paper\63.jpg,paper,2,595,842,141.36,False
final_data\paper\64.jpg,paper,2,768,389,86.62,False
final_data\paper\65.jpg,paper,2,1980,1028,365.52,False
final_data\paper\66.jpg,paper,2,2000,500,281.63,False
final_data\paper\67.jpg,paper,2,1024,576,148.1,False
final_data\paper\68.jpg,paper,2,1200,400,129.17,False
final_data\paper\69.jpg,paper,2,900,600,96.61,False
final_data\paper\7.jpg,paper,2,1280,853,341.68,False
final_data\paper\70.jpg,paper,2,1346,1340,163.09,False
final_data\paper\71.jpg,paper,2,1024,576,102.8,False
final_data\paper\72.jpg,paper,2,550,309,17.11,False
final_data\paper\73.jpg,paper,2,270,270,18.43,False
final_data\paper\74.jpg,paper,2,1600,900,99.59,False
final_data\paper\75.jpg,paper,2,1280,720,108.64,False
final_data\paper\76.jpg,paper,2,836,1257,96.68,False
final_data\paper\77.jpg,paper,2,800,480,49.29,False
final_data\paper\78.jpg,paper,2,976,549,141.16,False
final_data\paper\79.jpg,paper,2,866,1390,177.37,False
final_data\paper\8.jpg,paper,2,1024,1024,69.87,False
final_data\paper\80.jpg,paper,2,2688,1750,241.03,False
final_data\paper\81.jpg,paper,2,2993,1705,228.96,False
final_data\paper\82.jpg,paper,2,3290,1579,320.42,False
final_data\paper\83.jpg,paper,2,550,264,26.8,False
final_data\paper\84.jpg,paper,2,1200,800,90.79,False
final_data\paper\85.jpg,paper,2,800,450,74.55,False
final_data\paper\86.jpg,paper,2,800,450,81.49,False
final_data\paper\87.jpg,paper,2,1200,800,92.16,False
final_data\paper\88.jpg,paper,2,1200,800,92.16,False
final_data\paper\89.jpg,paper,2,1050,700,162.01,False
final_data\paper\9.jpg,paper,2,1104,737,124.7,False
final_data\paper\90.jpg,paper,2,800,450,59.55,False
final_data\paper\91.jpg,paper,2,800,450,57.13,False
final_data\paper\92.jpg,paper,2,800,450,98.05,False
final_data\paper\93.jpg,paper,2,800,450,53.08,False
final_data\paper\94.jpg,paper,2,1460,976,351.68,False
final_data\paper\95.jpg,paper,2,1500,1000,102.08,False
final_data\paper\96.jpg,paper,2,960,523,93.23,False
final_data\paper\97.jpg,paper,2,2000,1248,364.27,False
final_data\paper\98.jpg,paper,2,595,842,141.36,False
final_data\paper\99.jpg,paper,2,768,389,86.62,False
final_data\plastic\0.jpg,plastic,3,1600,1156,213.98,False
final_data\plastic\1.jpg,plastic,3,1300,1021,231.58,False
final_data\plastic\10.jpg,plastic,3,800,450,60.89,False
final_data\plastic\100.jpg,plastic,3,1280,720,64.8,False
final_data\plastic\101.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\102.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\103.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\104.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\105.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\106.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\107.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\108.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\109.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\11.jpg,plastic,3,800,450,44.38,False
final_data\plastic\110.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\111.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\112.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\113.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\114.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\115.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\116.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\117.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\118.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\119.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\12.jpg,plastic,3,1600,1156,137.55,False
final_data\plastic\120.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\121.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\122.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\123.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\124.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\125.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\126.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\127.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\128.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\129.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\13.jpg,plastic,3,800,533,62.96,False
final_data\plastic\130.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\131.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\132.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\133.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\134.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\135.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\136.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\137.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\138.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\139.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\14.jpg,plastic,3,626,417,38.24,False
final_data\plastic\140.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\141.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\142.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\143.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\144.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\145.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\146.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\147.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\148.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\149.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\15.jpg,plastic,3,2000,1333,188.95,False
final_data\plastic\150.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\151.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\152.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\153.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\154.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\155.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\156.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\157.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\158.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\159.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\16.jpg,plastic,3,626,417,37.36,False
final_data\plastic\160.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\161.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\162.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\163.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\164.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\165.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\166.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\167.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\168.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\169.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\17.jpg,plastic,3,626,417,27.61,False
final_data\plastic\170.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\171.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\172.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\173.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\174.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\175.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\176.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\177.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\178.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\179.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\18.jpg,plastic,3,626,417,37.37,False
final_data\plastic\180.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\181.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\182.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\183.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\184.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\185.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\186.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\187.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\188.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\189.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\19.jpg,plastic,3,626,417,48.22,False
final_data\plastic\190.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\191.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\192.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\193.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\194.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\195.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\196.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\197.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\198.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\199.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\2.jpg,plastic,3,1600,1167,332.32,False
final_data\plastic\20.jpg,plastic,3,740,493,56.53,False
final_data\plastic\200.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\201.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\202.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\203.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\204.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\205.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\206.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\207.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\208.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\209.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\21.jpg,plastic,3,2000,1333,325.54,False
final_data\plastic\210.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\211.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\212.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\213.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\214.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\215.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\216.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\217.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\218.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\219.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\22.jpg,plastic,3,2000,1333,266.92,False
final_data\plastic\220.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\221.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\222.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\223.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\224.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\225.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\226.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\227.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\228.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\229.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\23.jpg,plastic,3,800,533,50.82,False
final_data\plastic\230.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\231.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\232.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\233.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\234.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\235.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\236.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\237.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\238.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\239.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\24.jpg,plastic,3,626,417,40.14,False
final_data\plastic\240.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\241.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\242.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\243.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\244.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\245.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\246.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\247.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\248.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\249.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\25.jpg,plastic,3,900,600,100.26,False
final_data\plastic\250.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\251.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\252.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\253.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\254.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\255.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\256.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\257.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\258.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\259.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\26.jpg,plastic,3,900,600,84.39,False
final_data\plastic\260.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\261.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\262.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\263.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\264.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\265.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\266.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\267.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\268.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\269.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\27.jpg,plastic,3,360,240,16.37,False
final_data\plastic\270.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\271.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\272.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\273.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\274.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\275.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\276.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\277.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\278.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\279.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\28.jpg,plastic,3,1060,706,102.28,False
final_data\plastic\280.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\281.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\282.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\283.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\284.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\285.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\286.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\287.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\288.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\289.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\29.jpg,plastic,3,1480,986,208.1,False
final_data\plastic\290.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\291.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\292.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\293.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\294.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\295.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\296.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\297.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\298.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\299.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\3.jpg,plastic,3,1300,958,257.56,False
final_data\plastic\30.jpg,plastic,3,1480,986,219.2,False
final_data\plastic\300.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\301.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\302.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\303.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\304.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\305.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\306.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\307.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\308.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\309.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\31.jpg,plastic,3,626,417,34.41,False
final_data\plastic\310.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\311.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\312.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\313.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\314.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\315.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\316.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\317.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\318.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\319.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\32.jpg,plastic,3,626,417,27.61,False
final_data\plastic\320.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\321.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\322.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\323.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\324.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\325.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\326.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\327.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\328.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\329.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\33.jpg,plastic,3,626,417,48.22,False
final_data\plastic\330.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\331.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\332.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\333.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\334.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\335.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\336.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\337.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\338.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\339.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\34.jpg,plastic,3,2000,1333,252.64,False
final_data\plastic\340.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\341.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\342.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\343.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\344.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\345.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\346.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\347.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\348.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\349.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\35.jpg,plastic,3,740,493,56.53,False
final_data\plastic\350.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\351.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\352.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\353.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\354.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\355.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\356.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\357.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\358.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\359.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\36.jpg,plastic,3,2000,1333,325.54,False
final_data\plastic\360.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\361.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\362.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\363.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\364.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\365.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\366.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\367.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\368.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\369.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\37.jpg,plastic,3,2000,1333,232.6,False
final_data\plastic\370.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\371.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\372.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\373.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\374.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\375.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\376.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\377.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\378.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\379.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\38.jpg,plastic,3,800,533,33.16,False
final_data\plastic\380.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\381.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\382.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\383.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\384.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\385.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\386.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\387.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\388.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\389.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\39.jpg,plastic,3,2000,1333,266.92,False
final_data\plastic\390.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\391.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\392.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\393.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\394.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\395.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\396.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\397.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\398.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\399.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\4.jpg,plastic,3,800,533,64.95,False
final_data\plastic\40.jpg,plastic,3,800,533,50.82,False
final_data\plastic\400.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\401.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\402.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\403.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\404.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\405.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\406.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\407.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\408.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\409.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\41.jpg,plastic,3,626,417,40.14,False
final_data\plastic\410.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\411.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\412.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\413.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\414.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\415.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\416.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\417.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\418.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\419.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\42.jpg,plastic,3,740,493,55.27,False
final_data\plastic\420.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\421.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\422.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\423.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\424.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\425.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\426.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\427.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\428.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\429.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\43.jpg,plastic,3,626,417,52.91,False
final_data\plastic\430.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\431.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\432.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\433.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\434.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\435.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\436.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\437.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\438.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\439.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\44.jpg,plastic,3,1600,1156,218.6,False
final_data\plastic\440.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\441.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\442.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\443.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\444.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\445.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\446.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\447.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\448.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\449.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\45.jpg,plastic,3,626,417,39.5,False
final_data\plastic\450.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\451.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\452.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\453.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\454.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\455.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\456.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\457.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\458.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\459.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\46.jpg,plastic,3,2000,1333,195.86,False
final_data\plastic\460.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\461.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\462.jpg,plastic,3,1280,1024,89.43,False
