image_path,text_description,label
waste_dataset\trash\000150.jpg,non recyclable waste object in bin,trash
waste_dataset\plastic\000282.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\cardboard\000010.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000021.jpg,clear glass waste material in trash,glass
waste_dataset\plastic\000137.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000280.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000256.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000044.jpg,used tin can discarded as waste,metal
waste_dataset\paper\000346.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000390.jpg,cardboard material discarded in bin,cardboard
waste_dataset\paper\000005.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000313.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000310.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000070.jpg,metal container for recycling bin,metal
waste_dataset\metal\000086.jpg,aluminum or steel waste item found,metal
waste_dataset\glass\000323.jpg,shattered glass piece in garbage bin,glass
waste_dataset\plastic\000223.jpg,plastic waste recycling object found,plastic
waste_dataset\glass\000032.jpg,a glass bottle found in waste bin,glass
waste_dataset\plastic\000046.jpg,used plastic container discarded waste,plastic
waste_dataset\trash\000094.jpg,household garbage thrown away,trash
waste_dataset\metal\000386.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000330.jpg,old metal container waste material,metal
waste_dataset\metal\000120.jpg,recycled metal can garbage item found,metal
waste_dataset\glass\000073.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000026.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000311.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000041.jpg,used cardboard carton for recycling,cardboard
waste_dataset\metal\000030.jpg,used tin can discarded as waste,metal
waste_dataset\glass\000303.jpg,shattered glass piece in garbage bin,glass
waste_dataset\glass\000111.jpg,broken glass item for recycling,glass
waste_dataset\metal\000363.jpg,metal container for recycling bin,metal
waste_dataset\paper\000068.jpg,old paper document thrown away,paper
waste_dataset\glass\000269.jpg,empty glass bottle discarded waste,glass
waste_dataset\plastic\000332.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000004.jpg,non recyclable waste object in bin,trash
waste_dataset\plastic\000388.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000100.jpg,recycled paper material waste object,paper
waste_dataset\metal\000307.jpg,empty metal can thrown away,metal
waste_dataset\metal\000193.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000373.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\glass\000239.jpg,broken glass item for recycling,glass
waste_dataset\paper\000160.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000100.jpg,general household waste item found,trash
waste_dataset\cardboard\000358.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\metal\000129.jpg,metal container for recycling bin,metal
waste_dataset\glass\000355.jpg,clear glass waste material in trash,glass
waste_dataset\glass\000307.jpg,glass jar or bottle thrown away,glass
waste_dataset\paper\000082.jpg,old paper document thrown away,paper
waste_dataset\metal\000197.jpg,old metal container waste material,metal
waste_dataset\metal\000132.jpg,recycled metal can garbage item found,metal
waste_dataset\glass\000042.jpg,recycled glass waste object found,glass
waste_dataset\glass\000227.jpg,clear glass waste material in trash,glass
waste_dataset\trash\000271.jpg,non recyclable waste object in bin,trash
waste_dataset\plastic\000208.jpg,plastic bag found in garbage waste,plastic
waste_dataset\trash\000248.jpg,general waste material discarded,trash
waste_dataset\paper\000125.jpg,a crumpled piece of paper waste,paper
waste_dataset\paper\000265.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000317.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\trash\000098.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000278.jpg,old paper document thrown away,paper
waste_dataset\paper\000057.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000418.jpg,empty metal can thrown away,metal
waste_dataset\trash\000078.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000154.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000193.jpg,recycled paper material waste object,paper
waste_dataset\paper\000284.jpg,white paper material discarded waste,paper
waste_dataset\trash\000072.jpg,general household waste item found,trash
waste_dataset\metal\000412.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000428.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000414.jpg,used tin can discarded as waste,metal
waste_dataset\trash\000343.jpg,household garbage thrown away,trash
waste_dataset\trash\000236.jpg,household garbage thrown away,trash
waste_dataset\metal\000398.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000047.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000080.jpg,used cardboard carton for recycling,cardboard
waste_dataset\metal\000334.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000386.jpg,clear glass waste material in trash,glass
waste_dataset\plastic\000151.jpg,plastic waste item for recycling,plastic
waste_dataset\plastic\000304.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000243.jpg,clear glass waste material in trash,glass
waste_dataset\trash\000191.jpg,general household waste item found,trash
waste_dataset\trash\000359.jpg,mixed garbage non recyclable material,trash
waste_dataset\cardboard\000058.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000134.jpg,recycled cardboard box material waste,cardboard
waste_dataset\metal\000302.jpg,recycled metal can garbage item found,metal
waste_dataset\metal\000095.jpg,a crushed metal can in trash,metal
waste_dataset\metal\000090.jpg,recycled metal can garbage item found,metal
waste_dataset\glass\000395.jpg,recycled glass waste object found,glass
waste_dataset\paper\000161.jpg,paper waste item found in garbage,paper
waste_dataset\paper\000121.jpg,white paper material discarded waste,paper
waste_dataset\paper\000260.jpg,white paper material discarded waste,paper
waste_dataset\metal\000376.jpg,used tin can discarded as waste,metal
waste_dataset\glass\000076.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000388.jpg,general household waste item found,trash
waste_dataset\cardboard\000348.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\cardboard\000387.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000186.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000257.jpg,plastic bag found in garbage waste,plastic
waste_dataset\paper\000113.jpg,white paper material discarded waste,paper
waste_dataset\metal\000056.jpg,recycled metal can garbage item found,metal
waste_dataset\glass\000400.jpg,empty glass bottle discarded waste,glass
waste_dataset\trash\000352.jpg,general household waste item found,trash
waste_dataset\glass\000047.jpg,recycled glass waste object found,glass
waste_dataset\paper\000412.jpg,a crumpled piece of paper waste,paper
waste_dataset\trash\000057.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000245.jpg,random waste item in trash bin,trash
waste_dataset\trash\000042.jpg,non recyclable waste object in bin,trash
waste_dataset\trash\000006.jpg,general trash item discarded,trash
waste_dataset\glass\000224.jpg,clear glass waste material in trash,glass
waste_dataset\cardboard\000173.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000203.jpg,torn paper piece in waste bin,paper
waste_dataset\metal\000311.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000039.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\paper\000283.jpg,a crumpled piece of paper waste,paper
waste_dataset\trash\000303.jpg,non recyclable waste object in bin,trash
waste_dataset\glass\000285.jpg,shattered glass piece in garbage bin,glass
waste_dataset\cardboard\000091.jpg,empty cardboard box thrown away,cardboard
waste_dataset\cardboard\000167.jpg,used cardboard carton for recycling,cardboard
waste_dataset\metal\000367.jpg,empty metal can thrown away,metal
waste_dataset\metal\000037.jpg,used tin can discarded as waste,metal
waste_dataset\glass\000016.jpg,empty glass bottle discarded waste,glass
waste_dataset\trash\000068.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000208.jpg,non recyclable waste object in bin,trash
waste_dataset\trash\000351.jpg,general trash item discarded,trash
waste_dataset\metal\000255.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000126.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000317.jpg,metal container for recycling bin,metal
waste_dataset\paper\000053.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000217.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000079.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000082.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000409.jpg,paper waste item found in garbage,paper
waste_dataset\glass\000071.jpg,recycled glass waste object found,glass
waste_dataset\trash\000152.jpg,non recyclable waste object in bin,trash
waste_dataset\plastic\000155.jpg,plastic waste item for recycling,plastic
waste_dataset\paper\000117.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000248.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000400.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000339.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000184.jpg,general waste material discarded,trash
waste_dataset\metal\000350.jpg,a crushed metal can in trash,metal
waste_dataset\cardboard\000029.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\paper\000269.jpg,torn paper piece in waste bin,paper
waste_dataset\metal\000379.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000354.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\glass\000366.jpg,recycled glass waste object found,glass
waste_dataset\metal\000107.jpg,a crushed metal can in trash,metal
waste_dataset\paper\000145.jpg,recycled paper material waste object,paper
waste_dataset\cardboard\000170.jpg,cardboard material discarded in bin,cardboard
waste_dataset\trash\000011.jpg,general trash item discarded,trash
waste_dataset\paper\000405.jpg,used newspaper or paper in trash bin,paper
waste_dataset\metal\000359.jpg,used tin can discarded as waste,metal
waste_dataset\paper\000271.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000115.jpg,a crushed metal can in trash,metal
waste_dataset\glass\000322.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000235.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000304.jpg,empty glass bottle discarded waste,glass
waste_dataset\trash\000411.jpg,general trash item discarded,trash
waste_dataset\metal\000318.jpg,old metal container waste material,metal
waste_dataset\trash\000056.jpg,mixed garbage non recyclable material,trash
waste_dataset\metal\000371.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000227.jpg,recycled metal can garbage item found,metal
waste_dataset\metal\000224.jpg,recycled metal can garbage item found,metal
waste_dataset\metal\000329.jpg,a crushed metal can in trash,metal
waste_dataset\paper\000221.jpg,paper waste item found in garbage,paper
waste_dataset\trash\000030.jpg,general trash item discarded,trash
waste_dataset\metal\000046.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000144.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000371.jpg,general waste material discarded,trash
waste_dataset\metal\000012.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000289.jpg,clear glass waste material in trash,glass
waste_dataset\trash\000289.jpg,general trash item discarded,trash
waste_dataset\cardboard\000265.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000076.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000396.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\trash\000034.jpg,mixed garbage non recyclable material,trash
waste_dataset\trash\000253.jpg,household garbage thrown away,trash
waste_dataset\cardboard\000397.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\paper\000094.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000389.jpg,empty plastic bottle waste object,plastic
waste_dataset\plastic\000202.jpg,plastic waste recycling object found,plastic
waste_dataset\glass\000167.jpg,broken glass item for recycling,glass
waste_dataset\paper\000025.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000120.jpg,plastic bag found in garbage waste,plastic
waste_dataset\metal\000034.jpg,a crushed metal can in trash,metal
waste_dataset\paper\000277.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000037.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\trash\000018.jpg,non recyclable waste object in bin,trash
waste_dataset\trash\000040.jpg,random waste item in trash bin,trash
waste_dataset\metal\000139.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000300.jpg,a crumpled piece of paper waste,paper
waste_dataset\metal\000284.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000191.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000247.jpg,broken glass item for recycling,glass
waste_dataset\glass\000300.jpg,clear glass waste material in trash,glass
waste_dataset\cardboard\000413.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000245.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000378.jpg,old paper document thrown away,paper
waste_dataset\glass\000397.jpg,broken glass item for recycling,glass
waste_dataset\glass\000188.jpg,broken glass item for recycling,glass
waste_dataset\cardboard\000115.jpg,cardboard material discarded in bin,cardboard
waste_dataset\cardboard\000418.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000354.jpg,a crumpled piece of paper waste,paper
waste_dataset\trash\000369.jpg,mixed waste garbage object found,trash
waste_dataset\cardboard\000090.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\plastic\000381.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000325.jpg,shattered glass piece in garbage bin,glass
waste_dataset\paper\000359.jpg,a crumpled piece of paper waste,paper
waste_dataset\cardboard\000012.jpg,cardboard material discarded in bin,cardboard
waste_dataset\cardboard\000285.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000228.jpg,old metal container waste material,metal
waste_dataset\metal\000353.jpg,steel or aluminum waste object,metal
waste_dataset\paper\000169.jpg,white paper material discarded waste,paper
waste_dataset\trash\000255.jpg,general waste material discarded,trash
waste_dataset\trash\000254.jpg,general trash item discarded,trash
waste_dataset\trash\000174.jpg,general household waste item found,trash
waste_dataset\paper\000297.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000060.jpg,general waste material discarded,trash
waste_dataset\paper\000416.jpg,old paper document thrown away,paper
waste_dataset\metal\000013.jpg,metal container for recycling bin,metal
waste_dataset\metal\000057.jpg,recycled metal can garbage item found,metal
waste_dataset\glass\000068.jpg,empty glass bottle discarded waste,glass
waste_dataset\plastic\000081.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000336.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000087.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000077.jpg,recycled paper material waste object,paper
waste_dataset\metal\000177.jpg,empty metal can thrown away,metal
waste_dataset\trash\000261.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000080.jpg,plastic waste item for recycling,plastic
waste_dataset\plastic\000084.jpg,empty plastic bottle waste object,plastic
waste_dataset\plastic\000369.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000357.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\trash\000296.jpg,random waste item in trash bin,trash
waste_dataset\paper\000041.jpg,white paper material discarded waste,paper
waste_dataset\paper\000364.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\glass\000122.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000389.jpg,empty metal can thrown away,metal
waste_dataset\trash\000147.jpg,random waste item in trash bin,trash
waste_dataset\metal\000119.jpg,old metal container waste material,metal
waste_dataset\plastic\000072.jpg,discarded plastic material waste item,plastic
waste_dataset\metal\000170.jpg,a crushed metal can in trash,metal
waste_dataset\metal\000254.jpg,a crushed metal can in trash,metal
waste_dataset\trash\000277.jpg,mixed waste garbage object found,trash
waste_dataset\metal\000158.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000408.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000154.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\glass\000152.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000199.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000275.jpg,broken glass item for recycling,glass
waste_dataset\metal\000374.jpg,used tin can discarded as waste,metal
waste_dataset\metal\000058.jpg,a crushed metal can in trash,metal
waste_dataset\glass\000059.jpg,shattered glass piece in garbage bin,glass
waste_dataset\glass\000131.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000303.jpg,used tin can discarded as waste,metal
waste_dataset\metal\000281.jpg,metal container for recycling bin,metal
waste_dataset\glass\000084.jpg,glass jar or bottle thrown away,glass
waste_dataset\glass\000205.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000067.jpg,general waste material discarded,trash
waste_dataset\paper\000393.jpg,recycled paper material waste object,paper
waste_dataset\metal\000174.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000230.jpg,plastic waste recycling object found,plastic
waste_dataset\metal\000312.jpg,used tin can discarded as waste,metal
waste_dataset\trash\000258.jpg,general trash item discarded,trash
waste_dataset\cardboard\000117.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\glass\000312.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000354.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000273.jpg,used plastic container discarded waste,plastic
waste_dataset\metal\000243.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000109.jpg,plastic waste recycling object found,plastic
waste_dataset\glass\000402.jpg,a glass bottle found in waste bin,glass
waste_dataset\cardboard\000120.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000228.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000195.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000156.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000363.jpg,general trash item discarded,trash
waste_dataset\glass\000207.jpg,clear glass waste material in trash,glass
waste_dataset\cardboard\000370.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\cardboard\000269.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\cardboard\000047.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000153.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000038.jpg,a crushed metal can in trash,metal
waste_dataset\glass\000345.jpg,recycled glass waste object found,glass
waste_dataset\metal\000381.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000288.jpg,old metal container waste material,metal
waste_dataset\cardboard\000005.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\paper\000324.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000239.jpg,aluminum or steel waste item found,metal
waste_dataset\glass\000409.jpg,broken glass item for recycling,glass
waste_dataset\glass\000253.jpg,shattered glass piece in garbage bin,glass
waste_dataset\plastic\000014.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000310.jpg,old metal container waste material,metal
waste_dataset\glass\000146.jpg,clear glass waste material in trash,glass
waste_dataset\cardboard\000051.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\metal\000015.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000281.jpg,plastic waste recycling object found,plastic
waste_dataset\plastic\000122.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\glass\000405.jpg,recycled glass waste object found,glass
waste_dataset\metal\000277.jpg,old metal container waste material,metal
waste_dataset\metal\000328.jpg,used tin can discarded as waste,metal
waste_dataset\plastic\000205.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000133.jpg,steel or aluminum waste object,metal
waste_dataset\cardboard\000400.jpg,recycled cardboard box material waste,cardboard
waste_dataset\cardboard\000020.jpg,cardboard material discarded in bin,cardboard
waste_dataset\glass\000256.jpg,glass jar or bottle thrown away,glass
waste_dataset\cardboard\000036.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000280.jpg,general household waste item found,trash
waste_dataset\glass\000096.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000082.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000140.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000189.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000109.jpg,empty glass bottle discarded waste,glass
waste_dataset\plastic\000004.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000362.jpg,mixed waste garbage object found,trash
waste_dataset\cardboard\000246.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000356.jpg,shattered glass piece in garbage bin,glass
waste_dataset\paper\000138.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000155.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000415.jpg,recycled paper material waste object,paper
waste_dataset\glass\000197.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000314.jpg,random waste item in trash bin,trash
waste_dataset\paper\000075.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\glass\000141.jpg,a glass bottle found in waste bin,glass
waste_dataset\plastic\000057.jpg,plastic waste recycling object found,plastic
waste_dataset\plastic\000115.jpg,plastic waste recycling object found,plastic
waste_dataset\plastic\000364.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\cardboard\000128.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\trash\000398.jpg,general waste material discarded,trash
waste_dataset\plastic\000305.jpg,used plastic container discarded waste,plastic
waste_dataset\metal\000142.jpg,steel or aluminum waste object,metal
waste_dataset\cardboard\000191.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\metal\000301.jpg,a crushed metal can in trash,metal
waste_dataset\metal\000154.jpg,empty metal can thrown away,metal
waste_dataset\glass\000271.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000178.jpg,clear glass waste material in trash,glass
waste_dataset\cardboard\000181.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000302.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000222.jpg,empty metal can thrown away,metal
waste_dataset\trash\000272.jpg,household garbage thrown away,trash
waste_dataset\trash\000315.jpg,general waste material discarded,trash
waste_dataset\metal\000231.jpg,a crushed metal can in trash,metal
waste_dataset\trash\000109.jpg,mixed waste garbage object found,trash
waste_dataset\metal\000405.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000017.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000401.jpg,general waste material discarded,trash
waste_dataset\glass\000118.jpg,recycled glass waste object found,glass
waste_dataset\glass\000230.jpg,glass container discarded as garbage,glass
waste_dataset\trash\000344.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000238.jpg,general household waste item found,trash
waste_dataset\paper\000233.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000121.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000369.jpg,shattered glass piece in garbage bin,glass
waste_dataset\cardboard\000226.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000373.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000098.jpg,empty plastic bottle waste object,plastic
waste_dataset\trash\000387.jpg,random waste item in trash bin,trash
waste_dataset\plastic\000384.jpg,empty plastic bottle waste object,plastic
waste_dataset\paper\000422.jpg,white paper material discarded waste,paper
waste_dataset\metal\000207.jpg,metal container for recycling bin,metal
waste_dataset\glass\000041.jpg,glass container discarded as garbage,glass
waste_dataset\metal\000116.jpg,metal container for recycling bin,metal
waste_dataset\trash\000397.jpg,general household waste item found,trash
waste_dataset\glass\000211.jpg,broken glass item for recycling,glass
waste_dataset\trash\000234.jpg,general trash item discarded,trash
waste_dataset\metal\000380.jpg,recycled metal can garbage item found,metal
waste_dataset\metal\000320.jpg,empty metal can thrown away,metal
waste_dataset\paper\000144.jpg,paper waste item found in garbage,paper
waste_dataset\trash\000177.jpg,household garbage thrown away,trash
waste_dataset\paper\000256.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\trash\000360.jpg,random waste item in trash bin,trash
waste_dataset\paper\000029.jpg,white paper material discarded waste,paper
waste_dataset\trash\000308.jpg,general waste material discarded,trash
waste_dataset\paper\000332.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000161.jpg,used cardboard carton for recycling,cardboard
waste_dataset\plastic\000003.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000118.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000348.jpg,general household waste item found,trash
waste_dataset\metal\000039.jpg,recycled metal can garbage item found,metal
waste_dataset\plastic\000218.jpg,discarded plastic material waste item,plastic
waste_dataset\plastic\000183.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\trash\000104.jpg,general waste material discarded,trash
waste_dataset\cardboard\000099.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\trash\000278.jpg,general waste material discarded,trash
waste_dataset\cardboard\000254.jpg,cardboard material discarded in bin,cardboard
waste_dataset\cardboard\000104.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000174.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000172.jpg,white paper material discarded waste,paper
waste_dataset\paper\000377.jpg,old paper document thrown away,paper
waste_dataset\glass\000158.jpg,empty glass bottle discarded waste,glass
waste_dataset\glass\000199.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000425.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000005.jpg,random waste item in trash bin,trash
waste_dataset\trash\000103.jpg,household garbage thrown away,trash
waste_dataset\cardboard\000404.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000316.jpg,used tin can discarded as waste,metal
waste_dataset\trash\000159.jpg,general waste material discarded,trash
waste_dataset\paper\000411.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000355.jpg,empty plastic bottle waste object,plastic
waste_dataset\trash\000291.jpg,general trash item discarded,trash
waste_dataset\glass\000024.jpg,shattered glass piece in garbage bin,glass
waste_dataset\paper\000056.jpg,used newspaper or paper in trash bin,paper
waste_dataset\plastic\000348.jpg,plastic waste recycling object found,plastic
waste_dataset\metal\000042.jpg,metal container for recycling bin,metal
waste_dataset\trash\000350.jpg,general household waste item found,trash
waste_dataset\glass\000195.jpg,broken glass item for recycling,glass
waste_dataset\trash\000399.jpg,household garbage thrown away,trash
waste_dataset\plastic\000086.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000263.jpg,used cardboard carton for recycling,cardboard
waste_dataset\paper\000363.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000167.jpg,white paper material discarded waste,paper
waste_dataset\trash\000102.jpg,mixed waste garbage object found,trash
waste_dataset\plastic\000268.jpg,plastic waste item for recycling,plastic
waste_dataset\plastic\000101.jpg,discarded plastic material waste item,plastic
waste_dataset\glass\000212.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000281.jpg,general trash item discarded,trash
waste_dataset\plastic\000258.jpg,plastic waste item for recycling,plastic
waste_dataset\glass\000060.jpg,empty glass bottle discarded waste,glass
waste_dataset\plastic\000142.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000033.jpg,plastic waste recycling object found,plastic
waste_dataset\cardboard\000147.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000263.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000285.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000098.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000366.jpg,mixed waste garbage object found,trash
waste_dataset\glass\000231.jpg,glass jar or bottle thrown away,glass
waste_dataset\plastic\000093.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000187.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000309.jpg,aluminum or steel waste item found,metal
waste_dataset\glass\000180.jpg,clear glass waste material in trash,glass
waste_dataset\trash\000095.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000229.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\cardboard\000198.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\trash\000231.jpg,general waste material discarded,trash
waste_dataset\cardboard\000294.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000338.jpg,glass container discarded as garbage,glass
